time,pair,type,price,amount,total,coin,quote,date,market_close,label_pump,n_exchanges,premium_pct
2017-01-25 18:32:45,AV/BTC,SELL,4.49e-06,1.0,4.49e-06,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:32:44,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:32:42,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:32:40,AV/BTC,SELL,4.49e-06,1.0,4.49e-06,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:32:38,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:32:37,AV/BTC,SELL,4.49e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:32:37,AV/BTC,SELL,4.49e-06,0.94397206,4.23e-06,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:32:37,AV/BTC,SELL,4.49e-06,1.0,4.49e-06,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:31:19,AV/BTC,SELL,4.48e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:31:18,AV/BTC,SELL,4.48e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:31:17,AV/BTC,SELL,4.48e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:31:16,AV/BTC,SELL,4.48e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:31:15,AV/BTC,SELL,4.48e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:31:14,AV/BTC,SELL,4.48e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:31:13,AV/BTC,SELL,4.48e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:31:12,AV/BTC,SELL,4.48e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:31:11,AV/BTC,SELL,4.48e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:31:10,AV/BTC,SELL,4.48e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:31:09,AV/BTC,SELL,4.48e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:31:08,AV/BTC,SELL,4.48e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:31:07,AV/BTC,SELL,4.48e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:31:06,AV/BTC,SELL,4.48e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
2017-01-25 18:31:05,AV/BTC,SELL,4.48e-06,0.0025,1e-08,AV,BTC,2017-01-25,,0.0,,
